original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,Survival
0.514262834,0.344235116,28.58494048,83.03900192,74.94664769,71.56814934,62.00806399,85.24083528,32655.91667,42.7038725,0.266316421,18552.14363,0.568109719,32673,468.1924866,814.5293579,14146051579,4.524222495,176.2702637,4.642911,1567.560791,110.3778714,641.9829779,632.9003906,153.5630646,1413.997726,73.65344704,657.995786,0.706346477,14146051579,0.052620833,20816.31037,433.7426144,20.30440267,48728.56766,667.7469935,101.9689136,16.08390077,0.726893381,2.871105468,3.073449223,7.612078072,0.00537829,8.216955246,-0.148354877,0.838747006,0.317614829,0.995206748,0.398654388,0.95395,0.314977401,0.013319343,5.334288852,29.5132036,1490.498652,0.051298552,35.01875873,443.0449581,1.438871137,627.7111844,0.00465296,0.003342084,5.103679952,23672.40202,0.813894372,0.889195737,0.170659661,0.920648081,409.4551887,0.003103662,285.8712638,0.037476568,59.71561539,509.591505,351.4941007,149162.9687,0.904820069,0.003795509,2441.33377,0.320049,0.58430722,316.680067,0.002297593,7.342508169,0.23346494,333.1474557,7.467916885,4718.680899,0.144421415,5.945998962,1719.280476,33.40752293,440.6891623,21.00746794,8997.587029,0.060004882,0.003303421,0.214562692,107.7274579,0.000799136,1
0.830764405,0.650026105,34.73365201,53.43424171,52.77309921,46.09772229,53.23532662,55.90169944,17400.75,44.39126602,0.257733785,12599.63848,0.724085943,17433,442.8583374,680.5747803,5435149187,3.925389723,114.9339905,4.074868832,1102.756226,73.52741216,550.1691084,537.0370483,165.4939117,937.2623138,49.02566957,558.3669054,0.618067907,5435149187,0.081336621,9087.553236,280.3590694,16.45079707,8206.895536,198.3723052,45.42680907,6.515938511,0.749177531,1.860795726,2.514438061,2.908625938,0.013068166,6.987358422,-0.179800728,0.842883016,0.423981775,0.995799264,0.488569362,0.956106892,0.391455978,0.040653984,4.7351956,12.9856869,1141.962022,0.077899613,15.41815933,289.7820134,1.75797549,497.580541,0.007726775,0.004512964,4.692866486,11046.01637,0.749315891,0.840620574,0.318107514,0.887283246,258.8903969,0.00402873,115.2537381,0.052221902,30.36269652,326.1341187,2724.717263,643595.9928,11.98271593,0.005791153,581.3951065,0.263432309,0.527499009,173.8719438,0.003521047,7.129687271,0.126598979,2662.323728,7.23781643,1903.302874,0.109178161,9.569964227,1417.941318,14.64056091,287.1812081,36.02931222,9685.991396,0.153299599,0.004472575,0.130395737,40.93685939,0.000724217,0
0.63896036,0.444681269,31.57865749,71.01413912,53.46026562,73.66138744,60.44005295,74.51845409,23447.875,45.37521987,0.239637301,16532.25255,0.705064,23676,120.738163,308.6891785,989633312.5,3.276788106,77.67498016,3.78209122,444.3834839,53.92092637,191.8502103,174.8512344,19.81729507,424.5661888,34.23938725,204.4480569,1.153958118,989633312.5,0.128158781,4992.504767,75.41511078,8.268550344,3499.162093,189.5757735,31.05089949,2.869655238,0.831366131,1.06379014,1.983790542,1.716045456,0.034964643,5.696992283,-0.276838266,0.912296423,0.613092489,0.991650959,0.643625065,0.948211664,0.422615108,0.084784494,4.240976901,8.480138681,1998.064926,0.121505416,8.005075028,77.21879542,2.981896678,217.4892736,0.062618611,0.019658849,4.563061606,9349.593694,0.566163396,0.69408489,0.878512929,0.780276693,62.08078179,0.014960783,124.9121028,0.084457135,10.54269167,103.5693036,22367.58215,1072279.829,540.3082688,0.018679669,449.4854632,0.30391174,0.570850114,58.77210642,0.011223514,6.208994441,0.062468322,22111.32245,7.405639765,1331.088697,0.056221013,28.55699651,3034.287295,8.07894575,74.91903193,108.7274033,7722.766641,2.381225509,0.020243047,0.070236451,6.77136616,0.001297119,1
0.690851291,0.59409213,30.02654183,50.54189458,51.2249939,42.72001873,49.39635614,53.8702144,16676.83333,34.9169331,0.257400899,12263.55709,0.735364853,16760,146.645636,232.3974167,616048705.9,2.475969776,43.73073959,3.107948479,328.7275696,26.31148502,188.8278211,187.4281158,66.18816376,262.5394058,18.26806383,191.7213673,0.31598996,616048705.9,0.209696943,1101.136683,37.77642903,6.046995717,101.0172542,3.676269473,5.809830349,0.969758538,0.713838005,0.672170186,1.445163075,0.508942211,0.074175835,4.275386249,-0.229819384,0.809199145,0.69319603,0.99343982,0.70758264,0.949873185,0.464445381,0.157558789,3.292661466,1.694897222,2130.794489,0.195651179,2.084326584,39.63087113,3.4430984,127.7688919,0.111565671,0.032346889,3.973440357,5486.16861,0.498831391,0.649495135,1.011577797,0.730361663,29.68477725,0.023626482,55.52287582,0.120964871,5.526592336,47.64923747,106088.7015,3828612.532,3242.001079,0.045785466,143.7058824,0.313084711,0.580069819,28.06058029,0.028356775,5.515983173,0.027386635,104755.4176,6.594144095,970.075179,0.057880381,22.76572268,3514.520764,1.847767941,38.5022673,125.0410501,4454.556205,4.064307508,0.032351901,0.038937552,1.763917908,0.001524638,1
0.829831956,0.609389568,23.31203928,38.25473969,36.89173349,43.32435804,50.009999,50.04997502,9022.458333,31.74500545,0.222744635,9409.360966,1.042882174,9281,120.0999222,194.1440125,228029662.1,2.255583537,34.90507507,4.228559977,294.217926,22.80095057,153.8722514,149.390686,90.54990387,203.6680222,14.93005786,156.7466564,0.937718802,228029662.1,0.254463946,892.8445276,13.59732273,3.565289099,74.42256548,6.99136954,4.292537037,0.748865901,0.701851682,0.540336121,1.315292635,0.444767908,0.119986006,3.743437175,-0.253585403,0.795821915,0.750455202,0.991130161,0.760533652,0.94778467,0.394541033,0.246324589,2.975208637,1.260350735,1281.506593,0.221764586,1.844502231,16.32427319,4.148406263,54.66055634,0.446698993,0.106186505,3.87876672,2855.809627,0.486925285,0.621418448,1.433512045,0.721150684,12.69954527,0.075395618,40.24738676,0.140234797,4.283966055,29.70383275,65798.19164,783385.5505,6364.649077,0.123509267,69.18815331,0.241073705,0.501864572,15.57129007,0.058841288,5.575714338,0.030923392,64752.44675,6.489033924,455.4070682,0.04906875,34.73285026,2361.679884,1.513650476,14.84980067,152.3061093,1797.866932,16.48709486,0.107339102,0.039995089,0.987009172,0.004215928,0
0.817874659,0.695258042,19.6300054,28.23412923,28.44292531,32.01562119,29.83286778,32.03123476,5678.75,23.09197883,0.38564325,3991.476317,0.702879387,5701,121.4878464,160.2786102,112834461,1.475744552,18.54290771,4.03065463,211.5127411,12.15391379,139.7718044,138.1907196,86.44400787,125.0687332,7.888267551,140.6842108,0.499506687,112834461,0.453645152,255.8898584,9.969179634,3.114753655,8.579346316,0.866934897,1.396315541,0.326912471,0.620555385,0.306530011,0.931008505,0.230199351,0.306527519,2.464178675,-0.248233915,0.697924194,0.84877324,0.991249925,0.850095528,0.956572231,0.289040491,0.52216343,2.102889245,0.430807003,894.4202803,0.345995459,0.681703884,10.51201718,8.671566856,83.78315761,1.017384282,0.131670288,3.827322132,818.2429586,0.310575746,0.452376776,3.471854688,0.560477229,6.097371657,0.078974421,13.43333333,0.223888889,2.465555556,11.66666667,239816.4167,2245545.967,26920.06382,0.302384259,10.53333333,0.175555556,0.417161651,4.478583806,0.151987626,4.825326379,0.010524469,230788.2497,5.813148491,245.991405,0.043148817,39.70961572,2586.231012,0.470055983,10.0919137,271.9124715,2604.462726,31.29120432,0.12362836,0.015382675,0.171153389,0.003328392,0
0.494279907,0.253703003,18.12482599,71.44111713,48.46648326,57.97413216,54.08326913,60.77005842,6105.541667,35.31190872,0.308303055,5239.893121,0.858219206,6149,127.1743408,204.1335968,168424900.4,2.325666905,45.85983276,7.385920359,385.6954041,28.09934571,161.33561,149.2679596,23.29823112,362.3971729,18.70612442,165.501107,1.655308511,168424900.4,0.267881596,1361.437361,49.56900449,6.931916276,294.1804748,26.35636139,7.226709496,1.159313884,0.723084183,0.589126562,1.448773968,0.807338325,0.149095977,3.867635838,-0.298373435,0.85820237,0.752728334,0.995702182,0.764755576,0.966999091,0.36029753,0.343268519,3.067432057,2.096505845,733.676744,0.204359005,2.938418812,54.46641604,5.043731852,227.1220263,0.124278211,0.022652057,4.139818601,1693.515667,0.468820527,0.58300912,2.039950029,0.709999749,40.75627378,0.015825586,31.11188811,0.108782826,9.186463886,77.97202797,23573.56993,974227.3601,603.5239279,0.025044682,83.9020979,0.293363979,0.558731386,44.88357896,0.01588231,5.704805881,0.046511628,23111.31993,6.55396298,258.2707757,0.042002078,46.27143199,1647.203936,2.247437775,50.40413075,186.4987803,7966.769393,4.66915213,0.023373022,0.050176454,3.61039911,0.001251295,1
0.638907578,0.549561422,36.1005023,65.68965874,66.28725368,59.68249325,65.19202405,71.20393248,22102.95833,41.96962076,0.262085197,14532.55254,0.65749355,22108,131.0554382,176.3130661,525613752.6,1.7916425,19.75786209,6.989597474,320.1788025,14.33740179,152.8598775,151.3814011,74.54005432,245.6387482,8.583207556,154.1908605,0.853202956,525613752.6,0.353826069,408.679313,21.51985465,4.586258618,28.78335019,2.384606883,2.30859569,0.364370551,0.726974738,0.331346382,0.978671028,0.251613382,0.209319306,2.86846282,-0.318565908,0.807403784,0.837609689,0.997030007,0.839454886,0.972595156,0.305863666,0.309633449,2.468190448,0.66824156,3090.296325,0.304349577,1.058736607,22.88537843,8.759284692,186.8780787,0.454410294,0.053666778,4.124142936,3340.658927,0.322929609,0.457878109,3.665376144,0.575290441,13.75718247,0.031342019,39.81751825,0.14531941,4.458894986,32.77372263,561329.1314,11648151.4,28519.15061,0.068485161,65.96350365,0.240742714,0.504740355,16.86321126,0.035540856,5.616165839,0.012393704,554818.8796,6.253255679,948.0123937,0.042880966,40.85307418,7822.386738,0.763238953,22.01497196,268.7172064,5693.635562,13.82975365,0.052732526,0.017751928,0.512466854,0.001062317,0
0.94294678,0.689043095,25.61799737,37.17909311,40.31128874,41.19465985,42.48529157,44.68780594,9399.875,35.05790615,0.230447752,9346.730079,0.99434621,9563,115.2725235,165.388205,186289667.9,1.845533319,25.31608963,4.191295189,238.1340942,15.96843745,137.9971133,135.6580353,59.72543716,178.4086571,10.52722573,139.5716801,0.621139126,186289667.9,0.339653624,437.0505925,16.6837388,4.024647586,20.95089596,1.623206978,2.349531444,0.406015893,0.704349143,0.361093851,1.026081868,0.270293926,0.202145358,2.977816423,-0.297430709,0.79128666,0.823945279,0.993819537,0.826763854,0.960373323,0.323451438,0.386817134,2.522306617,0.688886834,1495.336567,0.290670718,1.006474122,17.44476621,5.96983119,98.04785913,0.420989384,0.075029364,3.819808149,2071.865767,0.393165824,0.5369493,2.265276778,0.638471785,11.4715731,0.048885853,21.07936508,0.167296548,3.286974049,24.47619048,237545.7698,3746618.96,16225.23436,0.089729477,30.88888889,0.245149912,0.507897484,12.77389109,0.040988504,5.047101795,0.013175782,231785.4417,6.180018266,463.6190526,0.048480503,34.12205546,3248.107602,0.789308072,16.92763777,204.1458747,3302.205479,14.17041124,0.073057382,0.020546181,0.436223074,0.001648618,1
0.906405578,0.839112807,30.76701092,36.66612006,41.48493703,38.07886553,43.8634244,44.29446918,16054.95833,33.23437575,0.328472706,9369.669922,0.583599766,16009,143.6935822,213.3288574,505745500.5,2.238195954,39.59997559,3.975575091,283.7239075,22.61981606,175.4639919,172.691864,0.911312401,282.8125951,16.1129182,177.7394826,-0.039532964,505745500.5,0.251180932,803.7112223,57.08565309,7.500601369,66.21765223,-0.36036276,4.223251377,0.916978193,0.642883938,0.608981186,1.423252527,0.541016191,0.099878699,3.935693934,-0.204293921,0.761244731,0.725046847,0.993843893,0.737411207,0.954751961,0.419763828,0.217511392,3.028438854,1.285057393,2142.017099,0.22899729,1.602973468,58.03362187,4.564292829,265.2499498,0.086217968,0.020267924,3.992917914,4131.357466,0.438698024,0.584022449,1.574183943,0.684956783,39.90689849,0.014262843,60.15124153,0.135781584,5.08913676,63.40632054,130788.1738,7159822.135,2479.653623,0.027828952,124.724605,0.281545384,0.541882718,35.10510442,0.013454515,5.474818157,0.027671935,129482.2406,6.605366142,758.9259167,0.047406204,33.02714443,4021.155538,1.363779769,57.93890936,172.6312074,10031.65669,3.181595974,0.019632186,0.035517293,2.19515137,0.000826449,1
0.918761571,0.756257665,37.75317767,49.92105125,56.29387178,48.05205511,54.12947441,57.46303159,24366.5,45.86554347,0.22247025,18270.10105,0.749804077,24430,97.66297455,164.6931152,432987438.5,2.207243877,38.70071983,3.099676233,234.19664,21.7875,130.3516586,129.0504379,20.43405342,213.7625866,15.54892772,133.1299948,0.028354085,432987438.5,0.251446074,732.0406056,33.53359621,5.707809896,54.34701926,0.275747755,4.296775287,0.479461282,0.799333131,0.403583205,1.105899098,0.311918912,0.127075035,3.551595183,-0.359400768,0.883070404,0.805739499,0.995310504,0.809827929,0.963870354,0.346489299,0.22439091,3.002254349,1.194059142,2915.901835,0.230599813,1.48472979,34.12431516,6.651682741,224.7532689,0.22621618,0.036375417,4.215320272,4876.454411,0.378992904,0.516615762,2.686742452,0.630000502,21.59272825,0.023571004,53.23428571,0.152097959,3.646734694,40.16285714,387525.3143,12570040.55,12892.23748,0.043842504,87.32571429,0.249502041,0.508454374,21.18303088,0.021336955,5.453898413,0.014326648,382653.2743,6.708073858,1078.144331,0.044131982,37.7250335,6142.827589,1.262394691,33.98800655,221.8153909,7531.725952,7.378863749,0.035184954,0.021617865,0.810973829,0.000855444,2
0.715844578,0.366741237,28.26669355,77.07530732,75.50496672,80.77747211,72.44998275,85.84870413,23858.04167,55.17394083,0.1617602,24776.25402,1.038486493,24262,450.310025,892.6170288,11348636830,4.836891628,217.1290436,4.18807125,1493.632568,139.1810007,659.2438115,638.8778381,95.49458313,1398.137985,91.72662453,683.9251116,0.807463832,11348636830,0.042691285,33151.15517,613.3575187,23.90612927,148417.2967,2087.94965,185.5186846,18.11769333,0.821848893,3.097333996,3.159889956,8.17472103,0.003924929,8.680304878,-0.192514387,0.90651427,0.299114101,0.994586003,0.382560732,0.950530847,0.29718634,0.009719521,5.731168673,50.90909447,929.1673483,0.041960547,54.68764143,628.7132765,1.323615779,809.8295386,0.003205507,0.002439564,5.31283826,18772.80487,0.846424725,0.912614218,0.119080032,0.93572385,592.4096294,0.002286464,278.5684915,0.034501919,72.64817953,711.7220708,98.85310874,60718.46198,0.181514231,0.002525859,2917.690612,0.361368666,0.622694798,462.664358,0.001613706,7.255835322,0.332783777,89.82335916,7.570331741,4112.041217,0.169484841,4.230343739,1035.775946,53.15578723,622.8108153,14.93652626,8276.757234,0.035026619,0.002433783,0.285940066,202.490634,0.000725418,0
0.67713083,0.52685965,16.63825672,31.58005502,26.62705391,36.23534186,28.86173938,39.03844259,5133.541667,21.38382886,0.439329972,3275.704262,0.63809831,5166,453.5230865,746.5621338,1858816006,4.226986121,138.5157242,4.879027881,1147.827393,94.20506888,586.5902031,561.6016541,239.1161652,908.7112274,59.59526665,599.8477039,1.101769283,1858816006,0.068036354,15729.20158,245.6893204,15.10295052,30086.35897,739.8840849,79.89594266,9.553516306,0.786066804,2.164853087,2.734815701,4.70260297,0.010325547,7.426648249,-0.208645747,0.894860828,0.400163494,0.993292398,0.467644272,0.947454654,0.369894048,0.035278358,5.066517584,22.36236474,280.0919213,0.064086722,27.0991521,256.9980495,1.696902019,398.7829091,0.010903466,0.006453965,4.975356596,3316.222668,0.757480414,0.845677358,0.290607226,0.892347834,234.1983327,0.005765564,33.97973778,0.040500283,50.33483303,348.0309893,640.6054827,118093.2741,3.860549852,0.007530324,278.6042908,0.332067093,0.597567641,219.1668775,0.004856811,6.904130083,0.162408053,602.6927681,7.481820187,566.8037166,0.109718102,12.16980393,351.4758033,25.24689728,249.2665505,37.29384437,7237.827526,0.239856268,0.006443426,0.163132445,53.58675333,0.001190375,0
0.967853335,0.565283539,24.38060127,43.12986242,46.61544808,54.20332093,46.38965402,56.55086206,15195.125,41.74338117,0.217115177,13664.5959,0.899274991,15211,337.9961548,509.1394958,2638796112,3.442244656,86.17526245,4.560132772,705.3128052,55.07226058,410.194484,397.6637573,22.72868919,682.584116,36.45647006,416.508659,0.673642407,2638796112,0.115698681,5219.948302,288.1037091,16.81560016,2780.483881,103.8751161,25.33549575,3.984625819,0.726908819,1.274761595,2.148804119,2.314474466,0.03086749,5.915221204,-0.2240368,0.86791577,0.559546794,0.995451323,0.598389766,0.960106246,0.432086766,0.081794395,4.235978999,7.330030392,1224.16905,0.105524618,9.425434738,304.4003908,2.327797504,647.9268538,0.009356888,0.003917546,4.529282896,7561.808746,0.648576222,0.761736193,0.576799249,0.831612781,259.2920921,0.003243765,85.39385066,0.0625138,21.98484905,366.7313324,13069.51611,3312255.383,52.78715815,0.005201113,389.9224012,0.285448317,0.55071282,199.3804361,0.003612503,6.667549547,0.089803432,12945.51826,7.159372247,1086.599106,0.071435087,21.03401735,1759.892643,8.44281836,294.3530997,72.80001315,18246.01611,0.304416061,0.003950188,0.095573513,33.4298795,0.00048628,0
0.437240402,0.394209681,33.75094209,85.61672569,52.63078947,60.40695324,90.8735385,90.87904049,26176.20833,37.43509158,0.194865965,21878.58805,0.835819603,26254,383.7866974,700.991333,8157811474,4.323132397,146.9096375,3.827721341,1090.171143,95.65052346,543.1076897,536.2844238,153.119812,937.0513306,62.80740303,557.4284005,0.568521713,8157811474,0.060932002,15760.45904,280.731687,16.16885026,26318.93887,339.610522,85.46501297,8.273460454,0.823510528,2.033484601,2.653432395,4.02509962,0.008448372,7.593463433,-0.224707437,0.915960751,0.409741912,0.994448645,0.475393108,0.951460406,0.387141652,0.022614951,5.214079052,23.43461836,1335.714875,0.059435492,26.29813587,294.7692239,1.611214762,445.9355935,0.009057504,0.005440461,5.027820037,17205.61867,0.764310063,0.855872512,0.240608844,0.896135606,268.1635691,0.004843301,198.8658402,0.044026088,40.79313997,376.1443436,1183.601948,261112.8993,6.872510034,0.005412442,1432.575382,0.317151955,0.581889602,226.957924,0.003195461,7.127035174,0.172049973,1149.819526,7.580826496,2957.769483,0.112659765,8.456070911,1599.708768,25.29587212,288.4610345,30.99306772,7469.823265,0.18731266,0.005497999,0.16542047,59.37903048,0.000884005,0
0.748572817,0.702771293,28.84784528,41.04869615,43.9089968,37,39.11521443,45.32107677,12807.20833,30.72793813,0.348847544,7588.421348,0.592511744,12826,514.0332031,872.5820313,6333680982,4.529135016,180.9476624,3.830109492,1539.174927,110.9858415,688.1894418,679.0714722,47.15906525,1492.015862,75.69151969,702.7202597,0.264982337,6333680982,0.051631282,20211.05559,746.8644597,26.94890207,33734.46812,219.8593408,96.79509145,14.32406014,0.740897604,2.665730147,2.971775717,6.966648796,0.005789519,8.068560162,-0.173254136,0.868814684,0.340192022,0.996253696,0.417294963,0.95969562,0.335773861,0.016057333,5.317529552,27.7797879,569.0969593,0.050447481,33.64911134,767.7670533,1.494504227,1124.429654,0.002663678,0.001840588,5.136071598,9044.851539,0.800463866,0.879541556,0.196862427,0.91404349,704.7921227,0.001697537,103.3551975,0.039645262,52.55892629,848.4610664,362.1511316,249381.6122,0.560312332,0.002172516,876.5051784,0.33621219,0.601517555,522.4272902,0.001413197,7.167774264,0.203259005,337.9463923,7.5718956,1708.789646,0.133228571,6.347325132,662.2228286,32.43440823,762.8876501,23.4200842,16747.54584,0.038323805,0.001818928,0.195871275,162.6556402,0.000424975,0
0.798504179,0.648499785,36.79275925,56.73519113,51.54609588,61.40032573,63.69458376,63.69458376,28133.375,45.30328722,0.260955848,17142.13775,0.60931679,28203,528.9642456,895.8008667,14661719574,4.649183642,182.4026794,4.380461357,1546.30835,117.7648839,703.7813517,698.3457031,21.15591431,1525.152435,76.2503436,721.0158314,-0.083025316,14661719574,0.050213526,24555.63813,853.9909372,28.74527296,72094.23712,-152.8298396,126.3505328,15.56298522,0.780133375,2.821556254,3.062795994,7.364496903,0.005486055,8.330606784,-0.175899129,0.881087039,0.329077119,0.996040349,0.407243164,0.95808435,0.324070453,0.015692701,5.481286999,35.4783795,1209.333327,0.04848509,41.4132262,864.9038449,1.465984892,1246.01259,0.002418454,0.001730967,5.253530575,20155.8556,0.807077172,0.884243084,0.183009788,0.91726597,795.972896,0.001607602,210.34505,0.03391568,71.40893397,916.500645,701.3677846,529346.4015,0.953918223,0.002304139,1993.31506,0.321398752,0.586361405,549.9182146,0.001456868,7.503461159,0.219905684,680.6889009,7.617859747,3907.255788,0.138540431,6.093548821,1416.172074,39.38421257,860.2555756,22.17108109,17954.85622,0.031989379,0.001701952,0.204142926,186.0183157,0.000446271,1
0.726864171,0.591128158,31.1586277,52.71044406,46.5188134,58.52349955,44.64302857,64.85368147,14886.66667,38.31333325,0.205425988,14246.02545,0.956965435,15158,390.810022,644.5118896,4108346573,4.087624707,148.2632599,3.399315672,833.3215332,83.75956642,509.8655054,507.9403839,55.35902786,777.9625053,59.11822365,520.6100949,-0.26772866,4108346573,0.069126396,11072.03726,384.1696938,19.27018802,10393.33769,-85.14415052,58.16114773,6.864667388,0.787595333,1.840088023,2.54165172,3.365541413,0.010674594,7.17669321,-0.215723843,0.896378977,0.441197214,0.993537915,0.502329569,0.94825849,0.390170298,0.029821683,4.936055359,16.25645378,856.6754698,0.067264156,18.66933368,374.9738502,1.725434782,642.2073763,0.006203518,0.003880229,4.851069601,9534.849998,0.746615694,0.840079369,0.298739789,0.886676241,331.9250261,0.003523348,124.244,0.0496976,31.27184944,333.7396,1022.6024,397175.97,2.979594785,0.006437989,787.4672,0.31498688,0.580468026,183.7884182,0.00445218,6.882010328,0.16492941,985.8400058,7.478135764,1599.37274,0.105513441,12.96991029,1047.817918,17.79331093,374.8756432,39.57421823,14248.4682,0.12772541,0.003765425,0.158491884,53.95380343,0.000967602,1
0.935017932,0.796351293,38.98404167,48.95332249,48.76474136,48.3011387,51.03920062,52.89612462,20963.83333,45.77223437,0.240003133,15319.60893,0.730763725,20908,523.3792786,1026.788306,12589512486,4.959275795,225.6091156,5.536669292,1827.934204,157.1350105,745.877328,706.0869141,143.3278961,1684.606308,96.92845741,775.9758597,1.292242113,12589512486,0.041642911,45805.54639,672.3774284,25.07401937,248969.3387,3813.34253,207.1696499,32.5159624,0.727424229,3.964009515,3.514665138,16.24498564,0.00370038,8.989171317,-0.142914551,0.844852494,0.272828689,0.993420929,0.354882057,0.948393443,0.271630525,0.012319565,5.721600995,59.92140307,766.269761,0.04019995,76.69706189,728.048965,1.34133066,925.156245,0.003020306,0.002259402,5.447784157,16219.86167,0.850255643,0.911480331,0.13479859,0.937492928,691.1098123,0.002119728,199.1397516,0.028111202,117.9291928,903.7642575,132.3458498,70744.27597,0.268701522,0.002260508,2849.729814,0.402276936,0.659130787,643.7599521,0.001393102,7.35786353,0.338817677,123.6348525,7.654825488,3518.584848,0.168288925,5.053820176,870.6699828,73.33614062,715.2148938,15.95379759,9042.10594,0.035024719,0.002256733,0.301268345,271.5300302,0.000653729,2
0.700942317,0.544718736,22.74183512,41.74968403,33.01514804,47.4341649,36.34556369,47.44470466,2339.291667,29.26412026,0.191887851,4441.123951,1.898490904,2624,558.3499512,961.5538879,1550739476,4.654541491,218.5586853,2.791393767,1290.186523,125.3891947,753.0589503,739.6376648,194.2785034,1095.90802,89.74981741,768.7542079,0.139119706,1550739476,0.045743907,23885.24953,575.6260527,23.46957509,39249.5289,324.7578648,118.1335051,19.12692886,0.717350988,3.222775582,3.202294162,8.502490455,0.004551678,8.272825189,-0.187183659,0.898290559,0.287074522,0.990943946,0.372124377,0.936391755,0.288474967,0.013806819,5.420191595,34.31510849,111.7325107,0.045221269,38.99830487,596.839925,1.200842618,714.3741463,0.00315962,0.002738208,4.983545011,2208.750565,0.893365609,0.941574812,0.071541824,0.956849274,571.5393962,0.002647063,50.26953748,0.04008735,47.83864393,609.4984051,10.53110048,6219.65311,0.022380098,0.003300402,536.1467305,0.427549227,0.679746896,418.7377476,0.002574385,6.519467673,0.477896341,6.152527542,6.884423437,597.5457317,0.227723221,2.297655204,120.0320122,38.31351534,596.1840701,8.643292683,5088.258003,0.018385392,0.002700968,0.402137636,245.3908469,0.001402598,1
